TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
109,172,0.2437869822485207,42,35,0,7,2.142722664667412,90,13,445,54,0,71,53.0,31.9,11.703,7.156,13.041,46.703,7.156,20.041,73.9,225.0,68.35285300289043,158.3528530028904,0.3284444444444445
110,22,0.3384081309656009,11,8,1,2,2.35112264359241,29,117,817,23,0,154,51.0,17.849999999999998,5.176499999999999,3.2129999999999996,9.4605,13.176499999999999,4.212999999999999,11.4605,28.849999999999998,73.0,41.96753918812452,70.96753918812452,0.39520547945205475
111,216,0.2437869822485207,53,44,0,8,2.142722664667412,113,73,251,4,0,88,47.0,17.75,5.3675,3.335,9.0475,49.3675,3.335,17.0475,70.75,263.0,38.03332729784656,151.03332729784657,0.26901140684410646
112,1137,0.5687899194032192,652,374,140,138,2.419677305709361,1589,0,136,7,0,23,91.0,39.35,9.536,7.792,22.022,383.536,147.792,160.022,691.35,1228.0,95.21430197966336,1684.2143019796633,0.5629885993485342
113,435,0.5620063399539078,250,152,45,53,2.7027367332667787,668,79,86,3,0,40,104.0,86.2,77.786,1.3019999999999998,7.111999999999999,229.786,46.302,60.112,336.2,539.0,232.97590640759634,900.9759064075963,0.623747680890538
114,309,0.5365767649153438,166,86,5,76,2.6562823884867277,440,0,24,0,0,18,22.0,10.7,4.189,2.178,4.333,90.189,7.178,80.333,176.7,331.0,28.422221556807983,468.422221556808,0.5338368580060423
115,284,0.5158227848101266,146,87,26,34,2.741872604076783,402,0,0,0,0,101,30.0,17.05,6.734,3.2880000000000003,7.028,93.734,29.288,41.028,163.05,314.0,46.748927899509155,448.74892789950917,0.5192675159235669
116,4,0.5158227848101266,2,1,0,0,2.741872604076783,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,6.0,0.5
117,0,0.5171527982206522,0,0,0,0,2.642014280841888,0,7,124,441,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,314,0.5510791366906475,173,65,66,42,2.792648022670797,483,51,350,154,0,70,0.0,0.0,0.0,0.0,0.0,65.0,66.0,42.0,173.0,314.0,0.0,483.0,0.5509554140127388
119,133,0.5422521442022019,72,37,21,13,2.2698174432096603,157,30,176,56,0,62,38.0,20.45,6.024,3.758,10.668,43.024,24.758,23.668,92.45,171.0,46.41776671363755,203.41776671363755,0.5406432748538011
120,24,0.538732623758036,13,7,4,2,2.1021023297922,27,0,121,16,0,231,44.0,15.749999999999998,4.8195,2.849,8.0815,11.8195,6.849,10.0815,28.75,68.0,33.10811169422715,60.10811169422715,0.4227941176470588
121,418,0.5397372774102531,226,127,62,37,2.120859656758241,477,0,8,0,0,3,6.0,2.75,0.20299999999999999,1.126,1.4209999999999998,127.203,63.126,38.421,228.75,424.0,5.832364056085162,482.83236405608517,0.5395047169811321
122,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,0,2.0,0.7,0.20299999999999999,0.126,0.371,0.20299999999999999,0.126,0.371,0.7,2.0,1.9548536158695577,1.9548536158695577,0.35
123,587,0.6001650862572881,357,207,76,74,2.6298753488009687,929,0,2,0,0,19,32.0,17.15,6.5485,3.507,7.0945,213.5485,79.507,81.0945,374.15,619.0,45.10236223193661,974.1023622319366,0.6044426494345718
124,368,0.6038269777737738,222,132,70,19,3.462571083997364,764,12,85,6,0,57,10.0,5.449999999999999,1.206,1.752,2.492,133.206,71.752,21.492,227.45,378.0,18.87101240778563,782.8710124077857,0.6017195767195767
125,285,0.4481546572934972,128,60,26,43,2.873888692421221,367,0,4,0,0,3,29.0,16.0,5.5285,3.447,7.0245,65.5285,29.447,50.0245,144.0,314.0,45.98221907873953,412.98221907873955,0.4585987261146497
126,296,0.6312824693016833,185,105,11,69,2.4334184457871952,449,0,0,0,0,62,21.0,8.65,2.424,1.508,4.718,107.424,12.508,73.718,193.65,317.0,21.04906955605924,470.04906955605924,0.6108832807570979
127,10,0.5392491467576792,5,3,1,1,2.091947246073397,11,0,0,0,0,207,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,10.0,0.0,11.0,0.5
128,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,64,0,0,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
129,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
130,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
131,41,0.5392491467576792,22,13,6,4,2.091947246073397,46,0,0,0,0,375,21.0,21.0,21.0,0.0,0.0,34.0,6.0,4.0,43.0,62.0,43.93089216754134,89.93089216754134,0.6935483870967742
132,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
133,118,0.5510791366906475,65,24,25,16,2.792648022670797,182,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,24.0,25.0,16.0,65.0,118.0,0.0,182.0,0.5508474576271186
134,382,0.5662615828499875,216,90,28,98,2.562080488954011,547,0,0,0,0,0,17.0,7.949999999999999,2.928,1.536,3.4859999999999998,92.928,29.536,101.486,223.95,399.0,20.368539887184387,567.3685398871844,0.5612781954887218
135,135,0.4481546572934973,61,28,12,20,2.873888692421221,174,0,0,0,0,0,10.0,3.5,0.9135,0.567,2.0195,28.9135,12.567,22.0195,64.5,145.0,10.058610423474272,184.05861042347428,0.44482758620689655
136,0,0.4616882827968231,0,0,0,0,2.8474854747523333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
137,396,0.6225970186298875,254,112,48,94,2.0671942295088157,504,0,14,0,0,6,14.0,10.1,3.6060000000000003,2.252,4.241999999999999,115.606,50.252,98.242,264.1,410.0,20.878661718039037,524.878661718039,0.6441463414634147
138,703,0.5547537910331757,393,177,67,149,2.092787666794953,802,7,141,12,0,52,12.0,6.8,2.0060000000000002,1.252,3.542,179.006,68.252,152.542,399.8,715.0,14.23095613420568,816.2309561342057,0.5591608391608391
139,561,0.4885424706406575,275,140,51,84,1.9875308654597656,538,3,22,0,0,102,6.0,4.7,1.6030000000000002,2.376,0.721,141.603,53.376,84.721,279.7,567.0,9.3413950676609,547.3413950676609,0.4932980599647266
140,154,0.6527231051311847,101,56,42,3,2.249178923651812,228,15,42,6,0,16,42.0,32.9,24.418,2.7560000000000002,5.725999999999999,80.418,44.756,8.725999999999999,133.9,196.0,73.99798658814461,301.9979865881446,0.6831632653061225
141,367,0.6568047337278107,241,135,101,6,2.254428585574244,543,25,58,0,0,54,35.0,14.549999999999999,3.7924999999999995,3.215,7.542499999999999,138.7925,104.215,13.542499999999999,255.55,402.0,32.80193592010525,575.8019359201053,0.6356965174129353
142,969,0.6001565402383284,590,319,144,128,2.8558061592082336,1631,26,61,1,0,62,49.0,37.95,12.815,11.379999999999999,13.754999999999999,331.815,155.38,141.755,627.95,1018.0,108.37784374195247,1739.3778437419526,0.6168467583497054
143,559,0.736579981107597,419,256,58,105,2.1511010442021354,892,13,91,4,0,63,3.0,2.35,0.0,2.0,0.35,256.0,60.0,105.35,421.35,562.0,5.055087453875019,897.055087453875,0.7497330960854093
144,275,0.2790081521070719,76,20,9,47,2.4137930181911007,185,1,1,43,0,66,18.0,6.3,1.827,1.134,3.339,21.826999999999998,10.134,50.339,82.3,293.0,15.206896014603934,200.20689601460393,0.2808873720136519
145,730,0.2707826559102623,198,58,40,100,2.309308683676646,457,0,0,0,0,4,15.0,7.699999999999999,3.7939999999999996,1.3579999999999999,2.548,61.794,41.358,102.548,205.7,745.0,17.781676864310175,474.78167686431016,0.27610738255033557
146,259,0.6069173123040029,158,49,26,83,2.2373765074964207,353,0,12,9,0,9,6.0,4.05,1.5045000000000002,0.9390000000000001,1.6065,50.5045,26.939,84.6065,162.05,265.0,9.061374855360503,362.0613748553605,0.6115094339622642
147,631,0.637854000919365,401,197,96,108,2.4706824027609007,978,0,3,0,0,99,21.0,11.95,4.4265,2.473,5.0504999999999995,201.4265,98.473,113.0505,412.95,652.0,29.52465471299276,1007.5246547129927,0.6333588957055215
148,527,0.5538793103448276,292,128,99,65,1.4724871392264205,430,29,25,0,0,30,19.0,7.6499999999999995,2.3775,1.335,3.9375,130.3775,100.335,68.9375,299.65,546.0,11.264526615082117,441.2645266150821,0.5488095238095237
