TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
109,172,0.2437869822485207,42,35,0,7,2.142722664667412,90,13,445,54,0,71,47.0,25.9,9.302999999999999,5.656,10.940999999999999,44.303,5.656,17.941,67.9,219.0,55.49651701488596,145.49651701488597,0.31004566210045664
110,22,0.3384081309656009,11,8,1,2,2.35112264359241,29,117,817,23,0,154,51.0,17.849999999999998,5.176499999999999,3.2129999999999996,9.4605,13.176499999999999,4.212999999999999,11.4605,28.849999999999998,73.0,41.96753918812452,70.96753918812452,0.39520547945205475
111,216,0.2437869822485207,53,44,0,8,2.142722664667412,113,73,251,4,0,88,34.0,13.549999999999999,4.4014999999999995,2.593,6.555499999999999,48.4015,2.593,14.555499999999999,66.55,250.0,29.033892106243428,142.03389210624343,0.2662
112,1137,0.5687899194032192,652,374,140,138,2.419677305709361,1589,0,136,7,0,23,79.0,36.5,9.3235,7.377,19.7995,383.3235,147.377,157.7995,688.5,1216.0,88.31822165839168,1677.3182216583916,0.5662006578947368
113,435,0.5620063399539078,250,152,45,53,2.7027367332667787,668,79,86,3,0,40,104.0,86.2,77.786,1.3019999999999998,7.111999999999999,229.786,46.302,60.112,336.2,539.0,232.97590640759634,900.9759064075963,0.623747680890538
114,309,0.5365767649153438,166,86,5,76,2.6562823884867277,440,0,24,0,0,18,22.0,10.1,4.2989999999999995,1.958,3.843,90.299,6.958,79.843,176.1,331.0,26.828452123715948,466.8284521237159,0.53202416918429
115,284,0.5158227848101266,146,87,26,34,2.741872604076783,402,0,0,0,0,101,28.0,15.399999999999999,6.2875,2.8649999999999998,6.2475,93.2875,28.865,40.2475,161.4,312.0,42.224838102782456,444.2248381027824,0.5173076923076924
116,4,0.5158227848101266,2,1,0,0,2.741872604076783,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,6.0,0.5
117,0,0.5171527982206522,0,0,0,0,2.642014280841888,0,7,124,441,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,314,0.5510791366906475,173,65,66,42,2.792648022670797,483,51,350,154,0,70,0.0,0.0,0.0,0.0,0.0,65.0,66.0,42.0,173.0,314.0,0.0,483.0,0.5509554140127388
119,133,0.5422521442022019,72,37,21,13,2.2698174432096603,157,30,176,56,0,62,33.0,18.7,5.516500000000001,3.443,9.740499999999999,42.5165,24.443,22.740499999999997,90.7,166.0,42.44558618802065,199.44558618802066,0.5463855421686747
120,24,0.538732623758036,13,7,4,2,2.1021023297922,27,0,121,16,0,231,44.0,15.749999999999998,4.8195,2.849,8.0815,11.8195,6.849,10.0815,28.75,68.0,33.10811169422715,60.10811169422715,0.4227941176470588
121,418,0.5397372774102531,226,127,62,37,2.120859656758241,477,0,8,0,0,3,7.0,3.4499999999999997,0.6579999999999999,1.266,1.5259999999999998,127.658,63.266,38.525999999999996,229.45,425.0,7.316965815815931,484.31696581581593,0.5398823529411765
122,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,0,2.0,0.7,0.20299999999999999,0.126,0.371,0.20299999999999999,0.126,0.371,0.7,2.0,1.9548536158695577,1.9548536158695577,0.35
123,587,0.6001650862572881,357,207,76,74,2.6298753488009687,929,0,2,0,0,19,31.0,15.2,5.904999999999999,2.96,6.335,212.905,78.96,80.335,372.2,618.0,39.97410530177472,968.9741053017747,0.6022653721682848
124,368,0.6038269777737738,222,132,70,19,3.462571083997364,764,12,85,6,0,57,14.0,8.25,3.026,2.312,2.912,135.026,72.312,21.912,230.25,382.0,28.56621144297825,792.5662114429782,0.6027486910994765
125,285,0.4481546572934972,128,60,26,43,2.873888692421221,367,0,4,0,0,3,24.0,14.25,5.021,3.132,6.0969999999999995,65.021,29.132,49.097,142.25,309.0,40.952913867002394,407.9529138670024,0.4603559870550162
126,296,0.6312824693016833,185,105,11,69,2.4334184457871952,449,0,0,0,0,62,21.0,8.65,2.424,1.508,4.718,107.424,12.508,73.718,193.65,317.0,21.04906955605924,470.04906955605924,0.6108832807570979
127,10,0.5392491467576792,5,3,1,1,2.091947246073397,11,0,0,0,0,207,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,10.0,0.0,11.0,0.5
128,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,64,0,0,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
129,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
130,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
131,41,0.5392491467576792,22,13,6,4,2.091947246073397,46,0,0,0,0,375,21.0,21.0,21.0,0.0,0.0,34.0,6.0,4.0,43.0,62.0,43.93089216754134,89.93089216754134,0.6935483870967742
132,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
133,118,0.5510791366906475,65,24,25,16,2.792648022670797,182,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,24.0,25.0,16.0,65.0,118.0,0.0,182.0,0.5508474576271186
134,382,0.5662615828499875,216,90,28,98,2.562080488954011,547,0,0,0,0,0,17.0,8.0,3.3364999999999996,1.503,3.1605,93.3365,29.503,101.1605,224.0,399.0,20.496643911632088,567.4966439116321,0.5614035087719298
135,135,0.4481546572934973,61,28,12,20,2.873888692421221,174,0,0,0,0,0,11.0,4.199999999999999,1.3684999999999998,0.707,2.1245,29.3685,12.707,22.1245,65.2,146.0,12.070332508169125,186.07033250816912,0.4465753424657534
136,0,0.4616882827968231,0,0,0,0,2.8474854747523333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
137,396,0.6225970186298875,254,112,48,94,2.0671942295088157,504,0,14,0,0,6,14.0,10.1,3.6060000000000003,2.252,4.241999999999999,115.606,50.252,98.242,264.1,410.0,20.878661718039037,524.878661718039,0.6441463414634147
138,703,0.5547537910331757,393,177,67,149,2.092787666794953,802,7,141,12,0,52,12.0,6.8,2.0060000000000002,1.252,3.542,179.006,68.252,152.542,399.8,715.0,14.23095613420568,816.2309561342057,0.5591608391608391
139,561,0.4885424706406575,275,140,51,84,1.9875308654597656,538,3,22,0,0,102,6.0,4.4,1.658,2.266,0.476,141.658,53.266,84.476,279.4,567.0,8.745135808022969,546.745135808023,0.49276895943562604
140,154,0.6527231051311847,101,56,42,3,2.249178923651812,228,15,42,6,0,16,37.0,31.150000000000002,23.9105,2.441,4.7985,79.9105,44.441,7.7985,132.15,191.0,70.06192347175396,298.06192347175397,0.6918848167539268
141,367,0.6568047337278107,241,135,101,6,2.254428585574244,543,25,58,0,0,54,33.0,13.6,4.053,2.9459999999999997,6.600999999999999,139.053,103.946,12.600999999999999,254.6,400.0,30.66022876380972,573.6602287638098,0.6365
142,969,0.6001565402383284,590,319,144,128,2.8558061592082336,1631,26,61,1,0,62,49.0,39.9,13.7105,11.941,14.2485,332.7105,155.941,142.2485,629.9,1018.0,113.94666575240852,1744.9466657524085,0.618762278978389
143,559,0.736579981107597,419,256,58,105,2.1511010442021354,892,13,91,4,0,63,3.0,2.35,0.0,2.0,0.35,256.0,60.0,105.35,421.35,562.0,5.055087453875019,897.055087453875,0.7497330960854093
144,275,0.2790081521070719,76,20,9,47,2.4137930181911007,185,1,1,43,0,66,8.0,2.8,0.8119999999999999,0.504,1.484,20.812,9.504,48.484,78.8,283.0,6.758620450935082,191.75862045093507,0.27844522968197877
145,730,0.2707826559102623,198,58,40,100,2.309308683676646,457,0,0,0,0,4,23.0,13.299999999999999,7.433999999999999,2.4779999999999998,3.388,65.434,42.478,103.388,211.3,753.0,30.71380549289939,487.7138054928994,0.2806108897742364
