taz,hotelmotel,resort,casino,campground,percentHouseSeasonal,rec_attractiveness
207,0,0,0,0,0.919531982049184,0
208,0,0,0,0,0.956670098923394,239
209,0,0,0,0,0.978942625769199,0
210,0,0,0,0,0.978942625769199,135
211,0,0,0,0,0.9448362238880559,185
212,0,0,0,0,0.909832285115304,2428
213,0,0,0,25,0.9098322851153041,2262
214,0,0,0,0,0.909832285115304,0
215,0,0,0,0,0.909832285115304,2285
216,0,0,0,116,0.909832285115304,2971
217,0,0,0,0,0.909832285115304,0
218,0,0,0,165,0.909832285115304,3084
219,0,0,0,0,0.909832285115304,0
220,0,0,0,0,0.909832285115304,0
221,0,0,0,0,0.909832285115304,0
222,0,0,0,0,0.909832285115304,2690
223,0,0,0,0,0.909832285115304,0
224,0,0,0,0,0.909832285115304,0
225,0,22,0,40,0.909832285115304,3200
226,0,0,0,0,0.9098322851153041,17
227,0,0,0,0,0.9019728921099033,0
228,0,0,0,175,0.8787221878022593,3462
229,0,0,0,0,0.8705353200883003,0
230,0,0,0,0,0.8705353200883003,0
231,19,0,0,0,0.8705353200883003,0
232,0,0,0,0,0.978942625769199,3716
233,39,0,0,0,0.832211209842789,0
234,0,0,0,0,0.8322112098427891,0
235,0,0,0,0,0.832211209842789,5162
236,0,0,0,0,0.832211209842789,0
237,0,0,0,0,0.832211209842789,0
238,0,0,0,0,0.832211209842789,0
239,38,0,0,0,0.8279636782351905,5614
240,0,0,0,0,0.8212889857089645,0
241,9,0,0,0,0.7863378684807257,0
242,0,0,0,0,0.7865665071107392,0
243,0,0,0,9,0.8196989693087506,5980
244,0,0,0,0,0.8204050243527301,0
245,0,0,0,0,0.775795857015478,0
246,0,0,0,0,0.8204050243527302,0
247,0,0,0,0,0.8204050243527302,0
248,0,0,0,0,0.6932051700596514,0
249,45,0,0,0,0.6929458311062348,422
250,0,0,0,79,0.69295026053201,0
251,0,0,0,0,0.6079325980560613,0
252,0,165,0,0,0.5624347635005219,0
253,0,0,0,0,0.5954998302214148,0
254,0,0,0,0,0.6764352174188241,5177
255,46,0,0,0,0.6471648306019627,8223
256,0,0,0,0,0.6764352174188241,560
257,110,0,0,0,0.6573491685727736,6376
258,0,0,0,0,0.5624347635005219,179
259,0,0,0,23,0.619434990459673,5236
260,0,0,0,0,0.582324536097793,0
261,0,0,0,0,0.5684340718924337,0
262,0,0,0,0,0.5784911654608461,4319
263,0,0,0,0,0.0,0
264,0,0,0,0,0.6634708171206226,0
265,0,0,0,21,0.6634708171206226,5135
266,0,0,0,0,0.6830638071609076,0
267,0,0,0,0,0.7017623909199794,0
268,0,0,0,0,0.698859615758969,0
269,0,0,0,0,0.7176335045753383,0
270,0,0,0,0,0.7264402847590238,0
271,0,0,0,0,0.7264402847590238,0
272,0,0,0,0,0.7264402847590238,0
273,21,0,0,0,0.7255031103518323,5198
274,0,0,0,0,0.6753609596936482,0
275,0,0,0,0,0.6576962548890886,0
276,8,0,0,0,0.6632924619779824,0
277,0,0,0,0,0.6447874321472951,4637
278,0,0,0,0,0.6447843133517269,0
279,0,0,0,0,0.6555772058460937,0
280,0,0,0,0,0.6427664526191376,0
281,297,51,0,0,0.6400845803092703,5449
282,55,0,0,0,0.6377028222816977,9984
283,0,0,0,0,0.6377028222816977,0
284,0,0,0,0,0.6411434941776505,0
285,0,0,0,0,0.6427664526191376,307
286,0,0,0,0,0.6427664526191376,336
287,0,0,0,0,0.6377028222816977,4304
288,0,0,0,0,0.6308833361822004,0
289,107,71,0,0,0.7658533478215548,10656
290,69,0,0,0,0.5744723110796353,0
291,0,0,0,0,0.5290882688828012,0
292,0,0,0,0,0.5288902610312627,0
300,9,0,1279,0,0.0,0
301,0,154,0,0,0.0,0
302,0,0,950,0,0.3708966291234118,0
303,0,0,0,0,0.3708966291234118,0
304,64,0,0,0,0.3708966291234118,0
305,0,0,0,0,0.4025754772969621,329
306,0,0,0,0,0.014949676323019878,544
307,0,0,0,0,0.3708966291234118,394
308,0,0,0,0,0.3725280567268245,0
309,106,0,0,0,0.4387193393250357,0
310,65,604,0,0,0.44104801607015587,0
311,50,0,0,0,0.435039679688143,0
312,0,0,0,0,0.3708966291234118,0
313,0,0,0,0,0.3708966291234118,0
314,0,0,0,0,0.5148913935486402,0
315,0,0,0,0,0.420288932177752,0
316,0,0,0,0,0.4410480160701558,68
317,0,0,0,0,0.0682001762835287,0
318,0,0,0,52,0.6876851108589144,845
319,110,0,0,0,0.6876851108589144,433
320,0,0,0,0,0.595045008611342,0
321,0,0,0,0,0.6876851108589144,0
322,0,0,0,0,0.6876851108589144,0
323,0,0,0,0,0.6868157042684784,0
324,0,32,0,0,0.5923401881077632,9174
325,5,0,0,0,0.5976499537815562,0
326,0,0,0,140,0.5923401881077632,0
327,0,0,0,0,0.7429606342263533,0
328,0,0,0,0,0.7429606342263533,0
329,0,0,0,0,0.7429606342263534,8270
330,0,0,0,0,0.7429606342263532,0
331,0,0,0,0,0.7429606342263533,0
332,0,0,0,0,0.7429606342263533,7513
333,0,0,0,0,0.7429606342263533,7481
334,0,0,0,0,0.7429606342263533,0
335,0,0,0,0,0.7429606342263533,0
336,0,0,0,0,0.7429606342263533,0
337,0,0,0,0,0.7429606342263533,0
338,0,0,0,0,0.7429606342263533,0
339,0,0,0,0,0.0,0
340,6,0,0,0,0.7429606342263533,0
341,0,0,0,0,0.7429606342263533,0
342,0,0,0,0,0.7429606342263533,0
343,0,0,0,0,0.7429606342263533,0
344,0,0,0,0,0.7429606342263533,7305
345,0,0,0,0,0.0,2565
346,0,0,0,0,0.0,0
347,0,0,0,0,0.0,0
348,0,0,0,0,0.0,0
349,0,0,0,0,0.0,2553
350,0,0,0,0,0.0,2643
351,0,0,0,0,0.0,0
352,0,0,0,0,0.5262810819414915,0
353,0,0,0,0,0.5262810819414915,0
354,0,0,0,0,0.5262810819414915,0
355,0,0,0,0,0.0,0
356,0,0,0,0,0.0,0
357,0,0,0,0,0.0,0
358,0,0,0,0,0.6760517291003609,3359
359,0,0,0,0,0.5262810819414915,0
360,0,0,0,0,0.7849758361249932,0
361,38,0,0,0,0.7849758361249932,0
362,16,0,0,0,0.5537376996014373,0
363,0,0,48,0,0.747702406221213,709
364,0,60,416,0,0.5537376996014373,0
365,0,0,0,0,0.5537376996014373,0
366,0,0,0,0,0.5262810819414915,3187
367,0,0,0,0,0.5264808165221883,0
368,0,0,0,0,0.5802893125618851,0
369,21,0,0,0,0.5938436860576214,0
370,0,0,0,0,0.6224859159115517,5436
371,0,0,0,0,0.795248201862988,3793
372,0,0,0,0,0.7952482018629881,0
373,0,93,0,0,0.795248201862988,2707
374,0,0,0,0,0.6087967943201377,2669
375,0,0,0,0,0.7104289763174328,468
376,0,0,0,0,0.7104289763174328,0
377,0,0,0,0,0.5700158815420381,0
378,0,0,0,0,0.379455252918288,0
379,0,0,0,0,0.379455252918288,0
380,0,0,0,0,0.7110795117904966,0
381,0,0,0,0,0.7110795117904964,0
382,0,0,0,0,0.7110795117904964,0
383,0,0,0,0,0.7110795117904964,0
384,0,0,0,0,0.7110795117904964,0
385,0,0,0,0,0.6282151933567508,0
386,0,0,0,0,0.6282151933567508,3137
387,0,0,0,0,0.6290745773614946,0
388,0,0,0,0,0.7357036485480268,253
389,0,0,0,0,0.6402143878637669,7410
390,0,0,0,0,0.7110795117904964,0
391,0,0,0,0,0.6752826182131769,0
392,0,0,0,0,0.7066360188028887,0
393,0,0,0,0,0.735703648548027,0
394,0,0,0,0,0.7357036485480268,0
395,0,0,0,0,0.7357036485480268,0
396,19,0,10,0,0.7357036485480267,0
397,0,0,0,0,0.7357036485480268,0
