taz,hotelmotel,resort,casino,campground,house,seasonal
109,0.387592054,0.387592054,0.0,0.0,0.5257997635,0.5257997635
110,0.0,0.3875920539999999,0.0,0.0,0.5257997635,0.5257997635
111,0.387592054,0.3875920539999999,0.0,0.0,0.5257997635,0.5257997635
112,0.347694323,0.0,0.0,0.0,0.5257997635,0.5257997635
113,0.3510477960797414,0.0,0.0,0.0,0.5257997635,0.5257997635
114,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
115,0.347694323,0.0,0.0,0.0,0.5257997635,0.5257997635
116,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0
118,0.369245995,0.369245995,0.0,0.0,0.5257997635,0.5257997635
119,0.0,0.3649488824846625,0.0,0.0,0.5257997635,0.5257997635
120,0.0,0.0,0.0,0.63,0.0,0.0
121,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
124,0.347694323,0.0,0.0,0.0,0.5257997635,0.5257997635
125,0.347694323,0.0,0.0,0.0,0.5257997635,0.5257997635
126,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
134,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
135,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.369245995,0.0,0.0,0.5257997635,0.5257997635
138,0.369245995,0.0,0.0,0.0,0.5257997635,0.5257997635
139,0.369245995,0.0,0.0,0.0,0.5257997635,0.5257997635
140,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
141,0.1609903389999999,0.0,0.0,0.0,0.5257997635,0.5257997635
142,0.1609903389999999,0.0,0.0,0.0,0.5257997635,0.5257997635
143,0.1609903389999999,0.0,0.0,0.0,0.5257997635,0.5257997635
144,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
145,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
146,0.2037853455,0.0,0.0,0.0,0.5257997635,0.5257997635
147,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
148,0.1609903389999999,0.0,0.0,0.0,0.5257997635,0.5257997635
149,0.2037853455,0.0,0.0,0.0,0.5257997635,0.5257997635
150,0.1609903389999999,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
152,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
153,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
154,0.2037853455,0.0,0.0,0.0,0.5257997635,0.5257997635
155,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
157,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
159,0.2037853454999999,0.0,0.0,0.0,0.5257997635,0.5257997635
160,0.2037853454999999,0.0,0.0,0.0,0.5257997635,0.5257997635
161,0.1609903389999999,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
163,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
166,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
167,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
168,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
169,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
170,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
171,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
176,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
177,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
178,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
179,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
180,0.0,0.0,0.0,0.48,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
183,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
184,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
186,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
187,0.0,0.0,0.0,0.48,0.5257997635,0.5257997635
188,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
191,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
192,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
193,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
194,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
195,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
196,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
197,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
198,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
200,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
201,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
203,0.0,0.1961738914251327,0.0,0.0,0.5257997635,0.5257997635
204,0.0,0.0,0.0,0.88,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.79,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
209,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
212,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.79,0.0,0.0
214,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
215,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
216,0.0,0.0,0.0,0.62,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.24,0.0,0.0
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
221,0.0,0.0,0.0,0.0,0.5257997635,0.5257997635
