TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
109,172,0.2437869822485207,42,35,0,7,2.142722664667412,90,13,445,54,0,71,17.0,14.75,10.605500000000001,2.761,1.3834999999999997,45.6055,2.761,8.3835,56.75,189.0,31.605159303844324,121.60515930384432,0.3002645502645503
110,22,0.3384081309656009,11,8,1,2,2.35112264359241,29,117,817,23,0,154,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,11.0,22.0,0.0,29.0,0.5
111,216,0.2437869822485207,53,44,0,8,2.142722664667412,113,73,251,4,0,88,27.0,9.45,0.0945,0.189,9.1665,44.0945,0.189,17.1665,62.45,243.0,20.24872918110704,133.24872918110705,0.2569958847736626
112,1137,0.5687899194032192,652,374,140,138,2.419677305709361,1589,0,136,7,0,23,27.0,10.75,0.0,2.0,8.75,374.0,142.0,146.75,662.75,1164.0,26.01153103637563,1615.0115310363756,0.569372852233677
113,435,0.5620063399539078,250,152,45,53,2.7027367332667787,668,79,86,3,0,40,89.0,80.6,75.91,0.27999999999999997,4.41,227.91,45.28,57.41,330.6,524.0,217.84058070130234,885.8405807013023,0.6309160305343512
114,309,0.5365767649153438,166,86,5,76,2.6562823884867277,440,0,24,0,0,18,3.0,2.0999999999999996,1.3649999999999998,0.41999999999999993,0.315,87.365,5.42,76.315,168.1,312.0,5.578193015822127,445.57819301582214,0.5387820512820513
115,284,0.5158227848101266,146,87,26,34,2.741872604076783,402,0,0,0,0,101,7.0,3.8,1.9135,0.287,1.5995,88.9135,26.287,35.5995,149.8,291.0,10.419115895491775,412.41911589549176,0.5147766323024056
116,4,0.5158227848101266,2,1,0,0,2.741872604076783,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,6.0,0.5
117,0,0.5171527982206522,0,0,0,0,2.642014280841888,0,7,124,441,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,314,0.5510791366906475,173,65,66,42,2.792648022670797,483,51,350,154,0,70,0.0,0.0,0.0,0.0,0.0,65.0,66.0,42.0,173.0,314.0,0.0,483.0,0.5509554140127388
119,133,0.5422521442022019,72,37,21,13,2.2698174432096603,157,30,176,56,0,62,11.0,3.8499999999999996,0.0,0.0,3.8499999999999996,37.0,21.0,16.85,75.85,144.0,8.738797156357192,165.73879715635718,0.5267361111111111
