TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
109,172,0.243786982,42,35,0,7,2.142722665,90,13,445,54,0,71,47,25.9,11.487,3.164,11.249,46.487,3.164,18.249,67.9,219,55.49651701,145.496517,0.310045662
110,22,0.338408131,11,8,1,2,2.351122644,29,117,817,23,0,154,51,17.85,0.1785,0.357,17.3145,8.1785,1.357,19.3145,28.85,73,41.96753919,70.96753919,0.395205479
111,216,0.243786982,53,44,0,8,2.142722665,113,73,251,4,0,88,34,13.55,2.1235,0.757,10.6695,46.1235,0.757,18.6695,66.55,250,29.03389211,142.0338921,0.2662
112,1137,0.568789919,652,374,140,138,2.419677306,1589,0,136,7,0,23,79,36.5,9.3015,4.693,22.5055,383.3015,144.693,160.5055,688.5,1216,88.31822166,1677.318222,0.566200658
113,435,0.56200634,250,152,45,53,2.702736733,668,79,86,3,0,40,104,86.2,76.414,0.518,9.268,228.414,45.518,62.268,336.2,539,232.9759064,900.9759064,0.623747681
114,309,0.536576765,166,86,5,76,2.656282388,440,0,24,0,0,18,22,10.1,3.111,1.012,5.977,89.111,6.012,81.977,176.1,331,26.82845212,466.8284521,0.532024169
115,284,0.515822785,146,87,26,34,2.741872604,402,0,0,0,0,101,28,15.4,7.0975,1.725,6.5775,94.0975,27.725,40.5775,161.4,312,42.2248381,444.2248381,0.517307692
116,4,0.515822785,2,1,0,0,2.741872604,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,6,0.5
117,0,0.517152798,0,0,0,0,2.642014281,0,7,124,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,314,0.551079137,173,65,66,42,2.792648023,483,51,350,154,0,70,0,0,0,0,0,65,66,42,173,314,0,483,0.550955414
119,133,0.542252144,72,37,21,13,2.269817443,157,30,176,56,0,62,33,18.7,8.6185,2.277,7.8045,45.6185,23.277,20.8045,90.7,166,42.44558619,199.4455862,0.546385542
120,24,0.538732624,13,7,4,2,2.10210233,27,0,121,16,0,231,44,15.75,0.6055,0.441,14.7035,7.6055,4.441,16.7035,28.75,68,33.10811169,60.10811169,0.422794118
121,418,0.539737277,226,127,62,37,2.120859657,477,0,8,0,0,3,7,3.45,0.462,1.154,1.834,127.462,63.154,38.834,229.45,425,7.316965816,484.3169658,0.539882353
122,0,0.551079137,0,0,0,0,2.792648023,0,0,0,0,0,0,2,0.7,0.007,0.014,0.679,0.007,0.014,0.679,0.7,2,1.954853616,1.954853616,0.35
123,587,0.600165086,357,207,76,74,2.629875349,929,0,2,0,0,19,31,15.2,5.465,1.64,8.095,212.465,77.64,82.095,372.2,618,39.9741053,968.9741053,0.602265372
124,368,0.603826978,222,132,70,19,3.462571084,764,12,85,6,0,57,14,8.25,3.394,1.988,2.868,135.394,71.988,21.868,230.25,382,28.56621144,792.5662114,0.602748691
125,285,0.448154657,128,60,26,43,2.873888692,367,0,4,0,0,3,24,14.25,7.069,1.898,5.283,67.069,27.898,48.283,142.25,309,40.95291387,407.9529139,0.460355987
126,296,0.631282469,185,105,11,69,2.433418446,449,0,0,0,0,62,21,8.65,1.616,0.512,6.522,106.616,11.512,75.522,193.65,317,21.04906956,470.0490696,0.610883281
127,10,0.539249147,5,3,1,1,2.091947246,11,0,0,0,0,207,0,0,0,0,0,3,1,1,5,10,0,11,0.5
128,0,0.539249147,0,0,0,0,2.091947246,0,64,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,
129,0,0.539249147,0,0,0,0,2.091947246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,0,0.551079137,0,0,0,0,2.792648023,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,
131,41,0.539249147,22,13,6,4,2.091947246,46,0,0,0,0,375,21,21,21,0,0,34,6,4,43,62,43.93089217,89.93089217,0.693548387
132,0,0.539249147,0,0,0,0,2.091947246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,118,0.551079137,65,24,25,16,2.792648023,182,0,0,0,0,5,0,0,0,0,0,24,25,16,65,118,0,182,0.550847458
134,382,0.566261583,216,90,28,98,2.562080489,547,0,0,0,0,0,17,8,2.6385,0.837,4.5245,92.6385,28.837,102.5245,224,399,20.49664391,567.4966439,0.561403509
135,135,0.448154657,61,28,12,20,2.873888692,174,0,0,0,0,0,11,4.2,0.4865,0.203,3.5105,28.4865,12.203,23.5105,65.2,146,12.07033251,186.0703325,0.446575342
136,0,0.461688283,0,0,0,0,2.847485475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,396,0.622597019,254,112,48,94,2.06719423,504,0,14,0,0,6,14,10.1,6.254,1.628,2.218,118.254,49.628,96.218,264.1,410,20.87866172,524.8786617,0.644146341
138,703,0.554753791,393,177,67,149,2.092787667,802,7,141,12,0,52,12,6.8,3.134,0.828,2.838,180.134,67.828,151.838,399.8,715,14.23095613,816.2309561,0.559160839
139,561,0.488542471,275,140,51,84,1.987530865,538,3,22,0,0,102,6,4.4,1.462,2.154,0.784,141.462,53.154,84.784,279.4,567,8.745135808,546.7451358,0.492768959
140,154,0.652723105,101,56,42,3,2.249178924,228,15,42,6,0,16,37,31.15,26.2645,1.649,3.2365,82.2645,43.649,6.2365,132.15,191,70.06192347,298.0619235,0.691884817
141,367,0.656804734,241,135,101,6,2.254428586,543,25,58,0,0,54,33,13.6,1.897,1.714,9.989,136.897,102.714,15.989,254.6,400,30.66022876,573.6602288,0.6365
142,969,0.60015654,590,319,144,128,2.855806159,1631,26,61,1,0,62,49,39.9,24.4245,10.049,5.4265,343.4245,154.049,133.4265,629.9,1018,113.9466658,1744.946666,0.618762279
143,559,0.736579981,419,256,58,105,2.151101044,892,13,91,4,0,63,3,2.35,0,2,0.35,256,60,105.35,421.35,562,5.055087454,897.0550875,0.749733096
144,275,0.279008152,76,20,9,47,2.413793018,185,1,1,43,0,66,8,2.8,0.028,0.056,2.716,20.028,9.056,49.716,78.8,283,6.758620451,191.7586205,0.27844523
145,730,0.270782656,198,58,40,100,2.309308684,457,0,0,0,0,4,23,13.3,6.846,2.142,4.312,64.846,42.142,104.312,211.3,753,30.71380549,487.7138055,0.28061089
146,259,0.606917312,158,49,26,83,2.237376507,353,0,12,9,0,9,6,4.05,2.3505,0.621,1.0785,51.3505,26.621,84.0785,162.05,265,9.061374855,362.0613749,0.611509434
147,631,0.637854001,401,197,96,108,2.470682403,978,0,3,0,0,99,20,9.45,3.2235,1.057,5.1695,200.2235,97.057,113.1695,410.45,651,23.34794871,1001.347949,0.630491551
148,527,0.55387931,292,128,99,65,1.472487139,430,29,25,0,0,30,12,5.2,1.263,0.396,3.541,129.263,99.396,68.541,297.2,539,7.656933124,437.6569331,0.551391466
149,288,0.662800792,191,110,50,32,2.531808939,473,5,76,0,0,173,65,30.9,10.217,2.704,17.979,120.217,52.704,49.979,221.9,353,78.23289622,551.2328962,0.628611898
