TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
109,172,0.2437869822485207,42,35,0,7,2.142722664667412,90,13,445,54,0,71,50.0,48.68,19.4292,11.9964,17.2544,54.4292,11.9964,24.2544,90.68,222.0,104.3077393160096,194.3077393160096,0.4084684684684685
110,22,0.3384081309656009,11,8,1,2,2.35112264359241,29,117,817,23,0,154,52.0,52.0,20.8,13.0,18.2,28.8,14.0,20.2,63.0,74.0,122.25837746680533,151.2583774668053,0.8513513513513513
111,216,0.2437869822485207,53,44,0,8,2.142722664667412,113,73,251,4,0,88,41.0,31.82,10.767800000000001,6.707599999999999,14.3446,54.7678,6.707599999999999,22.3446,84.82,257.0,68.18143518971705,181.18143518971704,0.33003891050583656
112,1137,0.5687899194032192,652,374,140,138,2.419677305709361,1589,0,136,7,0,23,46.0,27.71,6.3484,5.9628,15.3988,380.3484,145.9628,153.3988,679.71,1183.0,67.0492581412064,1656.0492581412063,0.5745646661031276
113,435,0.5620063399539078,250,152,45,53,2.7027367332667787,668,79,86,3,0,40,96.0,85.56,77.4584,1.2428,6.8588000000000005,229.45839999999998,46.2428,59.8588,335.56,531.0,231.24615489830558,899.2461548983056,0.631939736346516
114,309,0.5365767649153438,166,86,5,76,2.6562823884867277,440,0,24,0,0,18,10.0,9.06,3.9014,2.1488,3.0098,89.9014,7.1488,79.0098,175.06,319.0,24.065918439689753,464.06591843968977,0.5487774294670846
115,284,0.5158227848101266,146,87,26,34,2.741872604076783,402,0,0,0,0,101,11.0,7.77,3.4928,1.2676,3.0096,90.4928,27.2676,37.0096,153.77,295.0,21.304350133676603,423.3043501336766,0.5212542372881356
116,4,0.5158227848101266,2,1,0,0,2.741872604076783,6,0,0,0,0,0,1.0,1.0,0.4,0.25,0.35,1.4,0.25,0.35,3.0,5.0,2.741872604076783,8.741872604076782,0.6
117,0,0.5171527982206522,0,0,0,0,2.642014280841888,0,7,124,441,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,314,0.5510791366906475,173,65,66,42,2.792648022670797,483,51,350,154,0,70,0.0,0.0,0.0,0.0,0.0,65.0,66.0,42.0,173.0,314.0,0.0,483.0,0.5509554140127388
119,133,0.5422521442022019,72,37,21,13,2.2698174432096603,157,30,176,56,0,62,32.0,24.85,8.400000000000002,5.25,11.2,45.400000000000006,26.25,24.2,96.85,165.0,56.40496346376006,213.40496346376005,0.5869696969696969
120,24,0.538732623758036,13,7,4,2,2.1021023297922,27,0,121,16,0,231,43.0,42.7,17.255,10.64,14.805,24.255,14.64,16.805,55.7,67.0,89.75976948212696,116.75976948212696,0.8313432835820896
121,418,0.5397372774102531,226,127,62,37,2.120859656758241,477,0,8,0,0,3,6.0,3.71,0.5914,1.3688,1.7498,127.5914,63.3688,38.7498,229.71,424.0,7.868389326573074,484.8683893265731,0.5417688679245283
122,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
123,587,0.6001650862572881,357,207,76,74,2.6298753488009687,929,0,2,0,0,19,20.0,17.5,7.42,4.06,6.02,214.42,80.06,80.02,374.5,607.0,46.022818604016955,975.022818604017,0.6169686985172982
124,368,0.6038269777737738,222,132,70,19,3.462571083997364,764,12,85,6,0,57,8.0,6.05,1.6,2.0,2.4499999999999997,133.6,72.0,21.45,228.05,376.0,20.948555058184052,784.9485550581841,0.6065159574468085
125,285,0.4481546572934972,128,60,26,43,2.873888692421221,367,0,4,0,0,3,5.0,4.35,1.6,1.0,1.75,61.6,27.0,44.75,132.35,290.0,12.50141581203231,379.5014158120323,0.4563793103448276
126,296,0.6312824693016833,185,105,11,69,2.4334184457871952,449,0,0,0,0,62,6.0,4.05,1.2000000000000002,0.75,2.0999999999999996,106.2,11.75,71.1,189.05,302.0,9.85534470543814,458.85534470543814,0.6259933774834437
127,10,0.5392491467576792,5,3,1,1,2.091947246073397,11,0,0,0,0,207,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,10.0,0.0,11.0,0.5
128,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,64,0,0,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
129,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
130,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
131,41,0.5392491467576792,22,13,6,4,2.091947246073397,46,0,0,0,0,375,21.0,21.0,21.0,0.0,0.0,34.0,6.0,4.0,43.0,62.0,43.93089216754134,89.93089216754134,0.6935483870967742
132,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
133,118,0.5510791366906475,65,24,25,16,2.792648022670797,182,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,24.0,25.0,16.0,65.0,118.0,0.0,182.0,0.5508474576271186
134,382,0.5662615828499875,216,90,28,98,2.562080488954011,547,0,0,0,0,0,8.0,7.05,2.855,1.6400000000000001,2.5549999999999997,92.855,29.64,100.555,223.05,390.0,18.062667447125776,565.0626674471258,0.571923076923077
135,135,0.4481546572934973,61,28,12,20,2.873888692421221,174,0,0,0,0,0,7.0,6.01,2.1914000000000002,1.3688,2.4497999999999998,30.1914,13.3688,22.4498,67.01,142.0,17.272071041451536,191.27207104145154,0.4719014084507043
136,0,0.4616882827968231,0,0,0,0,2.8474854747523333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
137,396,0.6225970186298875,254,112,48,94,2.0671942295088157,504,0,14,0,0,6,3.0,1.3599999999999999,0.1914,0.1188,1.0498,112.1914,48.1188,95.0498,255.36,399.0,2.811384152131989,506.811384152132,0.64
138,703,0.5547537910331757,393,177,67,149,2.092787666794953,802,7,141,12,0,52,4.0,1.4,0.0,0.0,1.4,177.0,67.0,150.4,394.4,707.0,2.929902733512934,804.9299027335129,0.5578500707213578
139,561,0.4885424706406575,275,140,51,84,1.9875308654597656,538,3,22,0,0,102,14.0,14.0,5.4,4.75,3.8499999999999996,145.4,55.75,87.85,289.0,575.0,27.82543211643672,565.8254321164367,0.5026086956521739
140,154,0.6527231051311847,101,56,42,3,2.249178923651812,228,15,42,6,0,16,32.0,30.7,24.0,2.5,4.199999999999999,80.0,44.5,7.199999999999999,131.7,186.0,69.04979295611062,297.04979295611065,0.7080645161290322
141,367,0.6568047337278107,241,135,101,6,2.254428585574244,543,25,58,0,0,54,17.0,12.8,4.055,3.39,5.3549999999999995,139.055,104.39,11.355,253.8,384.0,28.856685895350324,571.8566858953503,0.6609375000000001
142,969,0.6001565402383284,590,319,144,128,2.8558061592082336,1631,26,61,1,0,62,18.0,13.45,3.4000000000000004,5.5,4.55,322.4,149.5,132.55,603.45,987.0,38.41059284135074,1669.4105928413508,0.6113981762917934
143,559,0.736579981107597,419,256,58,105,2.1511010442021354,892,13,91,4,0,63,4.0,3.35,0.4,2.25,0.7,256.4,60.25,105.7,422.35,563.0,7.206188498077154,899.2061884980772,0.7501776198934281
144,275,0.2790081521070719,76,20,9,47,2.4137930181911007,185,1,1,43,0,66,8.0,8.0,3.2,2.0,2.8,23.2,11.0,49.8,84.0,283.0,19.310344145528806,204.3103441455288,0.2968197879858657
145,730,0.2707826559102623,198,58,40,100,2.309308683676646,457,0,0,0,0,4,30.0,27.2,11.475,6.45,9.274999999999999,69.475,46.45,109.275,225.2,760.0,62.813196196004775,519.8131961960048,0.2963157894736842
146,259,0.6069173123040029,158,49,26,83,2.2373765074964207,353,0,12,9,0,9,6.0,6.0,2.4000000000000004,1.5,2.0999999999999996,51.4,27.5,85.1,164.0,265.0,13.424259044978523,366.4242590449785,0.6188679245283019
147,631,0.637854000919365,401,197,96,108,2.4706824027609007,978,0,3,0,0,99,16.0,14.1,5.71,3.28,5.109999999999999,202.71,99.28,113.11,415.1,647.0,34.836621878928696,1012.8366218789287,0.6415765069551778
148,527,0.5538793103448276,292,128,99,65,1.4724871392264205,430,29,25,0,0,30,9.0,7.4,2.855,1.64,2.905,130.855,100.64,67.905,299.4,536.0,10.896404830275513,440.8964048302755,0.5585820895522388
149,288,0.6628007921310287,191,110,50,32,2.5318089393161847,473,5,76,0,0,173,57.0,55.64,22.5656,13.475200000000001,19.5992,132.5656,63.4752,51.599199999999996,246.64,345.0,140.86984938355252,613.8698493835525,0.7148985507246376
