TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
109,172,0.2437869822485207,42,35,0,7,2.142722664667412,90,13,445,54,0,71,50.0,47.75,19.1595,11.829,16.761499999999998,54.1595,11.829,23.761499999999998,89.75,222.0,102.31500723786891,192.3150072378689,0.40427927927927926
110,22,0.3384081309656009,11,8,1,2,2.35112264359241,29,117,817,23,0,154,52.0,52.0,20.8,13.0,18.2,28.8,14.0,20.2,63.0,74.0,122.25837746680533,151.2583774668053,0.8513513513513513
111,216,0.2437869822485207,53,44,0,8,2.142722664667412,113,73,251,4,0,88,45.0,27.45,9.9405,6.201,11.308499999999999,53.9405,6.201,19.3085,80.45,261.0,58.817737145120454,171.81773714512045,0.30823754789272034
112,1137,0.5687899194032192,652,374,140,138,2.419677305709361,1589,0,136,7,0,23,45.0,24.55,5.464,5.268,13.818,379.464,145.268,151.818,676.55,1182.0,59.40307785516482,1648.4030778551648,0.5723773265651438
113,435,0.5620063399539078,250,152,45,53,2.7027367332667787,668,79,86,3,0,40,98.0,85.4,77.774,1.298,6.327999999999999,229.774,46.298,59.328,335.4,533.0,230.81371702098292,898.813717020983,0.6292682926829268
114,309,0.5365767649153438,166,86,5,76,2.6562823884867277,440,0,24,0,0,18,12.0,10.45,4.5565,2.413,3.4805,90.5565,7.413,79.4805,176.45,321.0,27.758150959686304,467.7581509596863,0.5496884735202492
115,284,0.5158227848101266,146,87,26,34,2.741872604076783,402,0,0,0,0,101,11.0,7.15,3.3129999999999997,1.156,2.681,90.313,27.156,36.681,153.15,295.0,19.604389119149,421.604389119149,0.5191525423728813
116,4,0.5158227848101266,2,1,0,0,2.741872604076783,6,0,0,0,0,0,1.0,1.0,0.4,0.25,0.35,1.4,0.25,0.35,3.0,5.0,2.741872604076783,8.741872604076782,0.6
117,0,0.5171527982206522,0,0,0,0,2.642014280841888,0,7,124,441,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,314,0.5510791366906475,173,65,66,42,2.792648022670797,483,51,350,154,0,70,0.0,0.0,0.0,0.0,0.0,65.0,66.0,42.0,173.0,314.0,0.0,483.0,0.5509554140127388
119,133,0.5422521442022019,72,37,21,13,2.2698174432096603,157,30,176,56,0,62,38.0,30.85,10.8,6.75,13.299999999999997,47.8,27.75,26.299999999999997,102.85,171.0,70.02386812301802,227.02386812301802,0.6014619883040936
120,24,0.538732623758036,13,7,4,2,2.1021023297922,27,0,121,16,0,231,43.0,42.7,17.255,10.64,14.805,24.255,14.64,16.805,55.7,67.0,89.75976948212696,116.75976948212696,0.8313432835820896
121,418,0.5397372774102531,226,127,62,37,2.120859656758241,477,0,8,0,0,3,6.0,3.4,0.5015000000000001,1.313,1.5855,127.5015,63.313,38.5855,229.4,424.0,7.210922832978019,484.21092283297804,0.5410377358490566
122,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
123,587,0.6001650862572881,357,207,76,74,2.6298753488009687,929,0,2,0,0,19,21.0,18.5,7.82,4.31,6.369999999999999,214.82,80.31,80.37,375.5,608.0,48.65269395281792,977.6526939528179,0.6175986842105263
124,368,0.6038269777737738,222,132,70,19,3.462571083997364,764,12,85,6,0,57,8.0,6.05,1.6,2.0,2.4499999999999997,133.6,72.0,21.45,228.05,376.0,20.948555058184052,784.9485550581841,0.6065159574468085
125,285,0.4481546572934972,128,60,26,43,2.873888692421221,367,0,4,0,0,3,10.0,9.35,3.6,2.25,3.5,63.6,28.25,46.5,137.35,295.0,26.870859274138414,393.8708592741384,0.46559322033898304
126,296,0.6312824693016833,185,105,11,69,2.4334184457871952,449,0,0,0,0,62,6.0,4.05,1.2000000000000002,0.75,2.0999999999999996,106.2,11.75,71.1,189.05,302.0,9.85534470543814,458.85534470543814,0.6259933774834437
127,10,0.5392491467576792,5,3,1,1,2.091947246073397,11,0,0,0,0,207,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,10.0,0.0,11.0,0.5
128,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,64,0,0,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
129,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
130,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
131,41,0.5392491467576792,22,13,6,4,2.091947246073397,46,0,0,0,0,375,21.0,21.0,21.0,0.0,0.0,34.0,6.0,4.0,43.0,62.0,43.93089216754134,89.93089216754134,0.6935483870967742
132,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
133,118,0.5510791366906475,65,24,25,16,2.792648022670797,182,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,24.0,25.0,16.0,65.0,118.0,0.0,182.0,0.5508474576271186
134,382,0.5662615828499875,216,90,28,98,2.562080488954011,547,0,0,0,0,0,8.0,6.75,2.91,1.53,2.3099999999999996,92.91,29.53,100.31,222.75,390.0,17.294043300439576,564.2940433004396,0.5711538461538461
135,135,0.4481546572934973,61,28,12,20,2.873888692421221,174,0,0,0,0,0,7.0,5.7,2.1015,1.313,2.2855,30.1015,13.313,22.2855,66.7,142.0,16.381165546800958,190.38116554680096,0.46971830985915497
136,0,0.4616882827968231,0,0,0,0,2.8474854747523333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
137,396,0.6225970186298875,254,112,48,94,2.0671942295088157,504,0,14,0,0,6,3.0,1.0499999999999998,0.10149999999999999,0.063,0.8855,112.1015,48.063,94.8855,255.05,399.0,2.1705539409842562,506.17055394098423,0.6392230576441104
