TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
109,172,0.2437869822485207,42,35,0,7,2.142722664667412,90,13,445,54,0,71,117.0,101.1,39.031,24.232,37.836999999999996,74.031,24.232,44.836999999999996,143.1,289.0,216.62926139787533,306.6292613978753,0.49515570934256053
110,22,0.3384081309656009,11,8,1,2,2.35112264359241,29,117,817,23,0,154,159.0,134.3,52.257000000000005,32.644,49.399,60.257000000000005,33.644,51.399,145.3,181.0,315.75577103446074,344.75577103446074,0.8027624309392266
111,216,0.2437869822485207,53,44,0,8,2.142722664667412,113,73,251,4,0,88,92.0,70.25,23.3745,14.408999999999999,32.466499999999996,67.3745,14.408999999999999,40.466499999999996,123.25,308.0,150.52626719288568,263.5262671928857,0.40016233766233766
112,1137,0.5687899194032192,652,374,140,138,2.419677305709361,1589,0,136,7,0,23,170.0,126.25,45.535000000000004,29.72,50.995,419.535,169.72,188.995,778.25,1307.0,305.48425984580683,1894.4842598458067,0.5954475899005356
113,435,0.5620063399539078,250,152,45,53,2.7027367332667787,668,79,86,3,0,40,126.0,107.3,86.75099999999999,6.4719999999999995,14.077,238.75099999999998,51.472,67.077,357.3,561.0,290.00365147952533,958.0036514795254,0.6368983957219252
114,309,0.5365767649153438,166,86,5,76,2.6562823884867277,440,0,24,0,0,18,52.0,38.8,14.602,8.384,15.814,100.602,13.384,91.814,204.8,361.0,103.06375667328503,543.0637566732851,0.5673130193905818
115,284,0.5158227848101266,146,87,26,34,2.741872604076783,402,0,0,0,0,101,41.0,26.8,10.7255,5.491,10.583499999999999,97.7255,31.491,44.5835,172.8,325.0,73.48218578925778,475.48218578925776,0.5316923076923077
116,4,0.5158227848101266,2,1,0,0,2.741872604076783,6,0,0,0,0,0,1.0,1.0,0.4,0.25,0.35,1.4,0.25,0.35,3.0,5.0,2.741872604076783,8.741872604076782,0.6
117,0,0.5171527982206522,0,0,0,0,2.642014280841888,0,7,124,441,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,314,0.5510791366906475,173,65,66,42,2.792648022670797,483,51,350,154,0,70,118.0,88.0,52.7,18.5,16.8,117.7,84.5,58.8,261.0,432.0,245.75302599503013,728.7530259950302,0.6041666666666666
