TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
109,172,0.2437869822485207,42,35,0,7,2.142722664667412,90,13,445,54,0,71,17.0,15.68,6.2292000000000005,3.7464,5.7044,41.2292,3.7464,12.7044,57.68,189.0,33.597891381985015,123.59789138198502,0.30518518518518517
110,22,0.3384081309656009,11,8,1,2,2.35112264359241,29,117,817,23,0,154,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,11.0,22.0,0.0,29.0,0.5
111,216,0.2437869822485207,53,44,0,8,2.142722664667412,113,73,251,4,0,88,28.0,18.82,5.5678,3.4576,9.7946,49.5678,3.4576,17.794600000000003,71.82,244.0,40.32604054904069,153.3260405490407,0.2943442622950819
112,1137,0.5687899194032192,652,374,140,138,2.419677305709361,1589,0,136,7,0,23,36.0,17.71,2.3484,3.4628,11.8988,376.3484,143.4628,149.8988,669.71,1173.0,42.852485084112786,1631.8524850841127,0.5709377664109122
113,435,0.5620063399539078,250,152,45,53,2.7027367332667787,668,79,86,3,0,40,96.0,85.56,77.4584,1.2428,6.8588000000000005,229.45839999999998,46.2428,59.8588,335.56,531.0,231.24615489830558,899.2461548983056,0.631939736346516
114,309,0.5365767649153438,166,86,5,76,2.6562823884867277,440,0,24,0,0,18,6.0,5.0600000000000005,2.3014,1.1488,1.6098,88.3014,6.1488,77.6098,171.06,315.0,13.440788885742844,453.44078888574285,0.543047619047619
115,284,0.5158227848101266,146,87,26,34,2.741872604076783,402,0,0,0,0,101,8.0,5.109999999999999,2.5014,0.6488,1.9598,89.5014,26.6488,35.9598,151.11,292.0,14.01096900683236,416.01096900683234,0.5175000000000001
116,4,0.5158227848101266,2,1,0,0,2.741872604076783,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,6.0,0.5
117,0,0.5171527982206522,0,0,0,0,2.642014280841888,0,7,124,441,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,314,0.5510791366906475,173,65,66,42,2.792648022670797,483,51,350,154,0,70,0.0,0.0,0.0,0.0,0.0,65.0,66.0,42.0,173.0,314.0,0.0,483.0,0.5509554140127388
119,133,0.5422521442022019,72,37,21,13,2.2698174432096603,157,30,176,56,0,62,20.0,12.85,3.6000000000000005,2.25,6.999999999999999,40.6,23.25,20.0,84.85,153.0,29.167154145244133,186.16715414524413,0.5545751633986927
120,24,0.538732623758036,13,7,4,2,2.1021023297922,27,0,121,16,0,231,1.0,0.7,0.45499999999999996,0.13999999999999999,0.105,7.455,4.14,2.105,13.7,25.0,1.47147163085454,28.47147163085454,0.5479999999999999
121,418,0.5397372774102531,226,127,62,37,2.120859656758241,477,0,8,0,0,3,6.0,3.71,0.5914,1.3688,1.7498,127.5914,63.3688,38.7498,229.71,424.0,7.868389326573074,484.8683893265731,0.5417688679245283
122,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
123,587,0.6001650862572881,357,207,76,74,2.6298753488009687,929,0,2,0,0,19,7.0,4.5,2.2199999999999998,0.8099999999999999,1.47,209.22,76.81,75.47,361.5,594.0,11.83443906960436,940.8344390696044,0.6085858585858586
124,368,0.6038269777737738,222,132,70,19,3.462571083997364,764,12,85,6,0,57,8.0,6.05,1.6,2.0,2.4499999999999997,133.6,72.0,21.45,228.05,376.0,20.948555058184052,784.9485550581841,0.6065159574468085
125,285,0.4481546572934972,128,60,26,43,2.873888692421221,367,0,4,0,0,3,1.0,0.35,0.0,0.0,0.35,60.0,26.0,43.35,128.35,286.0,1.0058610423474272,368.0058610423474,0.4487762237762238
126,296,0.6312824693016833,185,105,11,69,2.4334184457871952,449,0,0,0,0,62,4.0,2.05,0.4,0.25,1.4,105.4,11.25,70.4,187.05,300.0,4.98850781386375,453.98850781386375,0.6235
127,10,0.5392491467576792,5,3,1,1,2.091947246073397,11,0,0,0,0,207,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,10.0,0.0,11.0,0.5
128,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,64,0,0,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
129,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
130,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
131,41,0.5392491467576792,22,13,6,4,2.091947246073397,46,0,0,0,0,375,21.0,21.0,21.0,0.0,0.0,34.0,6.0,4.0,43.0,62.0,43.93089216754134,89.93089216754134,0.6935483870967742
132,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
133,118,0.5510791366906475,65,24,25,16,2.792648022670797,182,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,24.0,25.0,16.0,65.0,118.0,0.0,182.0,0.5508474576271186
134,382,0.5662615828499875,216,90,28,98,2.562080488954011,547,0,0,0,0,0,6.0,5.05,2.055,1.1400000000000001,1.855,92.055,29.14,99.855,221.05,388.0,12.938506469217755,559.9385064692177,0.5697164948453608
135,135,0.4481546572934973,61,28,12,20,2.873888692421221,174,0,0,0,0,0,5.0,4.01,1.1714,0.7288,2.1098,29.1714,12.7288,22.1098,65.01,140.0,11.524293656609094,185.5242936566091,0.4643571428571429
136,0,0.4616882827968231,0,0,0,0,2.8474854747523333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
137,396,0.6225970186298875,254,112,48,94,2.0671942295088157,504,0,14,0,0,6,3.0,1.3599999999999999,0.1914,0.1188,1.0498,112.1914,48.1188,95.0498,255.36,399.0,2.811384152131989,506.811384152132,0.64
138,703,0.5547537910331757,393,177,67,149,2.092787666794953,802,7,141,12,0,52,4.0,1.4,0.0,0.0,1.4,177.0,67.0,150.4,394.4,707.0,2.929902733512934,804.9299027335129,0.5578500707213578
139,561,0.4885424706406575,275,140,51,84,1.9875308654597656,538,3,22,0,0,102,5.0,5.0,1.69,2.4299999999999997,0.88,141.69,53.43,84.88,280.0,566.0,9.937654327298828,547.9376543272988,0.49469964664310956
140,154,0.6527231051311847,101,56,42,3,2.249178923651812,228,15,42,6,0,16,28.0,26.7,22.4,1.5,2.8,78.4,43.5,5.8,127.7,182.0,60.05307726150338,288.0530772615034,0.7016483516483517
141,367,0.6568047337278107,241,135,101,6,2.254428585574244,543,25,58,0,0,54,11.0,6.8,1.655,1.8900000000000001,3.255,136.655,102.89,9.254999999999999,247.8,378.0,15.33011438190486,558.3301143819049,0.6555555555555556
142,969,0.6001565402383284,590,319,144,128,2.8558061592082336,1631,26,61,1,0,62,13.0,8.45,1.4,4.25,2.8,320.4,148.25,130.8,598.45,982.0,24.131562045309572,1655.1315620453095,0.6094195519348269
143,559,0.736579981107597,419,256,58,105,2.1511010442021354,892,13,91,4,0,63,3.0,2.35,0.0,2.0,0.35,256.0,60.0,105.35,421.35,562.0,5.055087453875019,897.055087453875,0.7497330960854093
144,275,0.2790081521070719,76,20,9,47,2.4137930181911007,185,1,1,43,0,66,0.0,0.0,0.0,0.0,0.0,20.0,9.0,47.0,76.0,275.0,0.0,185.0,0.27636363636363637
145,730,0.2707826559102623,198,58,40,100,2.309308683676646,457,0,0,0,0,4,18.0,15.2,6.675,3.45,5.074999999999999,64.675,43.45,105.075,213.2,748.0,35.10149199188502,492.10149199188504,0.28502673796791445
146,259,0.6069173123040029,158,49,26,83,2.2373765074964207,353,0,12,9,0,9,0.0,0.0,0.0,0.0,0.0,49.0,26.0,83.0,158.0,259.0,0.0,353.0,0.61003861003861
147,631,0.637854000919365,401,197,96,108,2.4706824027609007,978,0,3,0,0,99,10.0,8.1,3.09,1.64,3.37,200.09,97.64,111.37,409.1,641.0,20.012527462363295,998.0125274623633,0.6382215288611545
148,527,0.5538793103448276,292,128,99,65,1.4724871392264205,430,29,25,0,0,30,3.0,1.4,0.45499999999999996,0.13999999999999999,0.8049999999999999,128.455,99.14,65.805,293.4,530.0,2.0614819949169885,432.061481994917,0.5535849056603773
149,288,0.6628007921310287,191,110,50,32,2.5318089393161847,473,5,76,0,0,173,9.0,7.640000000000001,3.3656,1.4752,2.7992,113.3656,51.4752,34.7992,198.64,297.0,19.343020296375652,492.34302029637564,0.6688215488215488
