TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
125,285,0.4481546572934972,128,60,26,43,2.873888692421221,367,0,4,0,0,3,29.0,21.85,7.225,4.5,10.125,67.225,30.5,53.125,149.85,314.0,62.79446792940368,429.7944679294037,0.4772292993630573
126,296,0.6312824693016833,185,105,11,69,2.4334184457871952,449,0,0,0,0,62,25.0,12.65,3.804,2.368,6.478,108.804,13.368,75.478,197.65,321.0,30.78274333920802,479.782743339208,0.6157320872274143
127,10,0.5392491467576792,5,3,1,1,2.091947246073397,11,0,0,0,0,207,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,10.0,0.0,11.0,0.5
128,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,64,0,0,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
129,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
130,0,0.5510791366906475,0,0,0,0,2.792648022670797,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
131,41,0.5392491467576792,22,13,6,4,2.091947246073397,46,0,0,0,0,375,21.0,21.0,21.0,0.0,0.0,34.0,6.0,4.0,43.0,62.0,43.93089216754134,89.93089216754134,0.6935483870967742
132,0,0.5392491467576792,0,0,0,0,2.091947246073397,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
133,118,0.5510791366906475,65,24,25,16,2.792648022670797,182,0,0,0,0,5,1.0,0.7,0.45499999999999996,0.13999999999999999,0.105,24.455,25.14,16.105,65.7,119.0,1.9548536158695577,183.95485361586955,0.5521008403361345
134,382,0.5662615828499875,216,90,28,98,2.562080488954011,547,0,0,0,0,0,22.0,13.299999999999999,5.2815,2.863,5.1555,95.2815,30.863,103.1555,229.3,404.0,34.07567050308835,581.0756705030883,0.5675742574257426
135,135,0.4481546572934973,61,28,12,20,2.873888692421221,174,0,0,0,0,0,15.0,8.5,2.6935,1.677,4.1295,30.6935,13.677,24.1295,69.5,150.0,24.428053885580375,198.42805388558037,0.4633333333333333
136,0,0.4616882827968231,0,0,0,0,2.8474854747523333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
137,396,0.6225970186298875,254,112,48,94,2.0671942295088157,504,0,14,0,0,6,19.0,15.1,5.606000000000001,3.502,5.991999999999999,117.606,51.502,99.992,269.1,415.0,31.214632865583116,535.2146328655831,0.6484337349397591
138,703,0.5547537910331757,393,177,67,149,2.092787666794953,802,7,141,12,0,52,15.0,7.85,2.3105,1.441,4.0985,179.3105,68.441,153.0985,400.85,718.0,16.42838318434038,818.4283831843404,0.5582869080779944
139,561,0.4885424706406575,275,140,51,84,1.9875308654597656,538,3,22,0,0,102,18.0,17.05,6.0965,5.0329999999999995,5.9205000000000005,146.0965,56.033,89.9205,292.05,579.0,33.88740125608901,571.887401256089,0.5044041450777202
140,154,0.6527231051311847,101,56,42,3,2.249178923651812,228,15,42,6,0,16,40.0,35.15,25.5425,3.315,6.2924999999999995,81.5425,45.315,9.2925,136.15,194.0,79.05863916636119,307.0586391663612,0.7018041237113403
141,367,0.6568047337278107,241,135,101,6,2.254428585574244,543,25,58,0,0,54,41.0,23.8,7.0249999999999995,5.2299999999999995,11.545,142.025,106.23,17.545,264.8,408.0,53.65540033666701,596.655400336667,0.6490196078431373
142,969,0.6001565402383284,590,319,144,128,2.8558061592082336,1631,26,61,1,0,62,58.0,47.35,16.627,13.324,17.399,335.627,157.324,145.399,637.35,1027.0,135.22242163850987,1766.2224216385098,0.6205939629990264
143,559,0.736579981107597,419,256,58,105,2.1511010442021354,892,13,91,4,0,63,5.0,4.05,0.7449999999999999,2.32,0.985,256.745,60.32,105.985,423.05,564.0,8.711959229018648,900.7119592290187,0.7500886524822695
144,275,0.2790081521070719,76,20,9,47,2.4137930181911007,185,1,1,43,0,66,10.0,10.0,3.12,1.94,4.94,23.12,10.94,51.94,86.0,285.0,24.137930181911006,209.137930181911,0.3017543859649123
145,730,0.2707826559102623,198,58,40,100,2.309308683676646,457,0,0,0,0,4,45.0,32.9,16.674,7.098,9.128,74.674,47.098,109.128,230.9,775.0,75.97625569296166,532.9762556929617,0.29793548387096774
146,259,0.6069173123040029,158,49,26,83,2.2373765074964207,353,0,12,9,0,9,11.0,9.7,3.803,2.376,3.521,52.803,28.376,86.521,167.7,270.0,21.70255212271528,374.7025521227153,0.6211111111111111
147,631,0.637854000919365,401,197,96,108,2.4706824027609007,978,0,3,0,0,99,34.0,23.15,9.186499999999999,4.5729999999999995,9.3905,206.1865,100.573,117.3905,424.15,665.0,57.196297623914845,1035.196297623915,0.6378195488721804
148,527,0.5538793103448276,292,128,99,65,1.4724871392264205,430,29,25,0,0,30,30.0,20.3,6.848,3.976,9.475999999999999,134.848,102.976,74.476,312.3,557.0,29.891488926296336,459.89148892629635,0.5606822262118493
149,288,0.6628007921310287,191,110,50,32,2.5318089393161847,473,5,76,0,0,173,102.0,75.35,29.0515,17.512999999999998,28.7855,139.0515,67.513,60.7855,266.35,390.0,190.77180357747451,663.7718035774745,0.682948717948718
150,46,0.7959491440812458,37,23,7,7,2.2858276375323814,84,142,30,4,0,333,19.0,18.35,7.301500000000001,4.563,6.485499999999999,30.3015,11.562999999999999,13.485499999999998,55.35,65.0,41.9449371487192,125.94493714871919,0.8515384615384616
151,129,0.5562233285220608,72,30,19,23,2.559816972770128,182,1,0,0,0,2,11.0,5.8,1.7919999999999998,1.1139999999999999,2.894,31.792,20.114,25.894,77.8,140.0,14.846938442066742,196.84693844206674,0.5557142857142857
152,170,0.6196271336732432,105,32,17,55,2.2359463332060225,235,0,0,0,0,11,9.0,5.45,2.1625,1.205,2.0825,34.1625,18.205,57.0825,110.45,179.0,12.185907515972824,247.18590751597281,0.6170391061452514
153,361,0.2780776224258596,100,26,12,62,2.416610445394374,243,1,0,0,0,77,22.0,15.85,8.6745,3.399,3.7765,34.6745,15.399000000000001,65.7765,115.85,383.0,38.30327555950083,281.30327555950083,0.3024804177545692
154,672,0.4978254836278739,333,206,45,83,1.8385016722415175,617,0,10,0,0,30,78.0,44.449999999999996,16.3475,9.745,18.357499999999998,222.3475,54.745,101.3575,377.45,750.0,81.72139933113544,698.7213993311354,0.5032666666666666
155,0,0.5059101654846335,0,0,0,0,2.1934980832614266,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
156,370,0.8813559322033898,326,205,85,37,2.2645836692930468,738,9,27,0,0,37,17.0,9.9,2.412,4.214,3.274,207.412,89.214,40.274,335.9,387.0,22.419378326001166,760.4193783260012,0.8679586563307493
157,29,0.8800836631648233,26,16,6,3,2.267256059745363,58,81,0,0,0,58,5.0,5.0,2.0,1.25,1.7499999999999998,18.0,7.25,4.75,31.0,34.0,11.336280298726816,69.33628029872682,0.9117647058823529
158,510,0.7975889200754612,425,233,88,104,2.3388457270092218,1004,188,95,0,0,293,350.0,225.2,154.088,21.845999999999997,49.266,387.08799999999997,109.846,153.266,650.2,860.0,526.7080577224767,1530.7080577224767,0.756046511627907
159,584,0.7698862576367224,450,168,152,131,2.3175031235658268,1045,0,32,0,0,46,190.0,124.35,42.592,27.564,54.193999999999996,210.59199999999998,179.564,185.194,574.35,774.0,288.18151341541056,1333.1815134154106,0.7420542635658915
160,568,0.7386018237082067,420,259,145,16,1.7669845670717046,741,0,32,2,0,61,197.0,109.25,31.725499999999997,19.721,57.8035,290.7255,164.721,73.8035,529.25,765.0,193.04306395258374,934.0430639525837,0.6918300653594771
161,19,0.7386018237082068,14,9,5,1,1.7669845670717046,25,171,178,0,0,99,128.0,110.44999999999999,82.239,7.638,20.573,91.239,12.638,21.573,124.44999999999999,147.0,195.16344543306974,220.16344543306974,0.8465986394557823
162,298,0.7386018237082067,220,136,76,8,1.7669845670717046,389,0,2,0,0,939,35.0,29.8,11.612,7.254,10.934,147.612,83.254,18.933999999999997,249.8,333.0,52.6561400987368,441.6561400987368,0.7501501501501502
163,0,0.5455386552029535,0,0,0,0,1.655813124255336,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
164,1,0.600877716275158,1,0,0,0,2.1073549593019263,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
165,375,0.5317829457364341,199,110,28,61,1.543572725258041,308,0,0,0,0,59,64.0,33.1,13.12,7.45,12.53,123.12,35.45,73.53,232.1,439.0,51.092257206041154,359.09225720604115,0.5287015945330296
166,244,0.5317829457364341,130,72,18,40,1.543572725258041,200,0,0,0,0,8,22.0,12.049999999999999,5.1945,2.519,4.3365,77.1945,20.519,44.3365,142.05,266.0,18.600051339359393,218.6000513393594,0.5340225563909775
167,239,0.4938524590163933,118,45,29,45,3.0363700319220674,358,2,0,0,0,24,33.0,17.95,7.922,3.644,6.3839999999999995,52.922,32.644,51.384,135.95,272.0,54.50284207300111,412.5028420730011,0.4998161764705882
168,143,0.4938524590163934,71,27,17,27,3.0363700319220674,214,0,0,0,0,9,22.0,10.75,4.5975,2.145,4.0075,31.5975,19.145,31.0075,81.75,165.0,32.640977843162226,246.64097784316223,0.4954545454545455
169,62,0.4944199176131595,31,12,7,11,3.0245647470989594,93,0,0,1,0,2,8.0,2.8,0.8119999999999999,0.504,1.484,12.812,7.504,12.484,33.8,70.0,8.468781291877086,101.4687812918771,0.4828571428571428
170,194,0.4942694477628421,96,36,23,36,3.028290117484933,291,0,0,0,0,24,23.0,13.2,6.819999999999999,2.67,3.71,42.82,25.67,39.71,109.2,217.0,39.973429550801114,330.97342955080114,0.503225806451613
171,67,0.4938524590163933,33,13,8,12,3.0363700319220674,100,0,0,0,0,6,9.0,3.8,1.1105,0.6910000000000001,1.9985,14.1105,8.691,13.9985,36.8,76.0,11.538206121303856,111.53820612130386,0.4842105263157894
172,0,0.6189024390243902,0,0,0,0,2.254428585574244,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
173,0,0.6189024390243902,0,0,0,0,2.254428585574244,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
174,0,0.6189024390243902,0,0,0,0,2.254428585574244,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
175,950,0.4262963391791849,402,71,70,261,2.6529020449430343,1034,7,0,6,0,28,154.0,85.8,36.955,18.14,30.705,107.955,88.14,291.705,487.8,1104.0,227.61899545611234,1261.6189954561123,0.44184782608695655
176,295,0.5097998250302554,151,40,38,73,2.4076494932449606,363,0,0,0,0,7,55.0,30.45,11.671,6.412,12.366999999999999,51.671,44.412,85.367,181.45,350.0,73.31292706930905,436.31292706930907,0.5184285714285713
177,56,0.6176398376723908,35,9,12,14,2.2441263267290816,78,0,0,0,0,0,6.0,3.0999999999999996,1.261,0.642,1.197,10.261,12.642,15.197,38.1,62.0,6.956791612860152,84.95679161286016,0.614516129032258
178,418,0.5252413925068998,219,46,44,129,2.422787292112344,532,0,12,0,0,7,26.0,13.2,5.861,2.502,4.837,51.861,46.502,133.837,232.2,444.0,31.98079225588294,563.980792255883,0.522972972972973
179,338,0.5134391839376132,174,47,38,89,2.656841656600328,455,0,0,0,0,46,48.0,21.5,8.0855,4.171,9.2435,55.085499999999996,42.171,98.2435,195.5,386.0,57.122095616907046,512.122095616907,0.5064766839378239
180,1,0.6455104741926738,1,0,0,0,2.0513269111981858,1,19,49,146,0,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
181,0,0.7386018237082067,0,0,0,0,1.7669845670717046,0,0,9,0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
182,10,0.7407407407407406,7,1,4,3,2.295048920449456,17,1,0,0,0,2,6.0,3.0999999999999996,1.261,0.642,1.197,2.261,4.642,4.197,10.1,16.0,7.114651653393313,24.114651653393313,0.63125
183,33,0.7407407407407407,24,5,12,8,2.295048920449456,56,0,0,0,0,10,2.0,1.35,0.5015000000000001,0.313,0.5355,5.5015,12.313,8.5355,25.35,35.0,3.098316042606766,59.09831604260677,0.7242857142857143
184,1,0.3017902813299232,0,0,0,0,2.9855946133280526,1,0,0,0,0,0,21.0,7.35,2.1315,1.323,3.8955,2.1315,1.323,3.8955,7.35,22.0,21.944120407961186,22.944120407961186,0.33409090909090905
185,85,0.5297146446728214,46,9,12,25,2.4600690308800024,108,0,40,18,0,18,75.0,33.099999999999994,10.620999999999999,6.462,16.017,19.621,18.462,41.016999999999996,79.1,160.0,81.42828492212807,189.42828492212806,0.49437499999999995
186,84,0.6189024390243902,52,14,18,20,2.254428585574244,117,0,0,0,0,8,17.0,8.55,2.708,1.686,4.156,16.708,19.686,24.156,60.55,101.0,19.27536440665979,136.27536440665978,0.5995049504950495
187,22,0.6189024390243902,14,4,5,5,2.254428585574244,31,0,0,0,0,0,1.0,0.35,0.10149999999999999,0.063,0.1855,4.1015,5.063,5.1855,14.35,23.0,0.7890500049509854,31.789050004950987,0.6239130434782608
188,66,0.6189024390243902,41,11,14,16,2.254428585574244,92,0,0,0,0,20,5.0,1.75,0.40599999999999997,0.252,1.092,11.406,14.252,17.092,42.75,71.0,3.945250024754927,95.94525002475493,0.602112676056338
189,13,0.4284023668639053,6,2,1,3,2.924664111015236,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,13.0,0.0,16.0,0.46153846153846156
190,18,0.4284023668639053,8,3,1,4,2.9246641110152347,23,0,0,0,0,3,2.0,2.0,0.8,0.5,0.7,3.8,1.5,4.7,10.0,20.0,5.849328222030469,28.84932822203047,0.5
191,260,0.4284023668639053,111,40,19,53,2.924664111015235,326,1,0,0,0,4,48.0,28.3,10.9055,6.0809999999999995,11.3135,50.9055,25.081,64.3135,139.3,308.0,82.76799434173115,408.76799434173114,0.4522727272727273
192,462,0.4284023668639052,198,71,33,94,2.924664111015235,579,0,0,0,0,12,44.0,21.799999999999997,9.038499999999999,4.337,8.4245,80.0385,37.337,102.4245,219.8,506.0,63.75767762013212,642.7576776201321,0.43438735177865617
193,6,0.4284023668639053,3,1,0,1,2.924664111015235,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,8.0,0.5
194,23,0.6699266503667481,15,3,5,7,2.2848938367306526,35,0,0,0,0,3,1.0,0.35,0.10149999999999999,0.063,0.1855,3.1015,5.063,7.1855,15.35,24.0,0.7997128428557284,35.799712842855726,0.6395833333333333
195,809,0.5869020805659841,482,143,96,243,2.4054157094373245,1145,0,0,0,0,55,121.0,66.05,26.778499999999998,15.097,24.1745,169.7785,111.097,267.1745,548.05,930.0,158.87770760833527,1303.8777076083352,0.5893010752688171
196,25,0.7462406015037594,19,7,4,8,2.132567580948609,40,7,39,0,0,50,38.0,14.6,4.454,2.768,7.378,11.454,6.768,15.378,33.6,63.0,31.13548668184969,71.1354866818497,0.5333333333333333
197,546,0.7462406015037594,407,144,89,174,2.132567580948609,869,2,14,0,0,32,60.0,52.95,19.729,12.738,20.483,163.72899999999998,101.738,194.483,459.95,606.0,112.91945341122886,981.9194534112289,0.7589933993399339
198,0,0.7462406015037594,0,0,0,0,2.132567580948609,0,0,0,15,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
199,4,0.5041475995030743,2,1,0,1,2.34582433904347,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,5.0,0.5
200,526,0.5598222875834933,295,89,74,133,2.3000281873051267,674,0,0,0,0,10,76.0,40.1,17.464499999999997,8.009,14.6265,106.4645,82.009,147.6265,335.1,602.0,92.23113031093558,766.2311303109356,0.5566445182724253
201,0,0.5059101654846335,0,0,0,0,2.1934980832614266,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
202,108,0.5059101654846335,55,18,15,21,2.1934980832614266,120,0,0,0,0,15,18.0,10.649999999999999,4.686999999999999,2.2039999999999997,3.759,22.686999999999998,17.204,24.759,65.65,126.0,23.36075458673419,143.36075458673417,0.5210317460317461
203,31,0.1306306306306306,4,0,4,0,2.0614819949169885,8,14,224,20,0,35,3.0,2.0999999999999996,1.3649999999999998,0.41999999999999993,0.315,1.3649999999999998,4.42,0.315,6.1,34.0,4.329112189325675,12.329112189325675,0.17941176470588235
204,0,0.1306306306306306,0,0,0,0,2.0614819949169885,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
205,0,0.2670959160320862,0,0,0,0,2.1094878452240566,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
206,0,0.1306306306306306,0,0,0,0,2.0614819949169885,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
207,44,0.0442887631696799,2,2,0,0,1.9305348627534773,4,0,0,0,0,0,1.0,0.7,0.45499999999999996,0.13999999999999999,0.105,2.455,0.13999999999999999,0.105,2.7,45.0,1.351374403927434,5.351374403927434,0.060000000000000005
208,167,0.0982618253033605,17,6,12,0,2.012391068882965,35,0,0,0,0,0,5.0,2.75,1.1595,0.579,1.0114999999999998,7.1594999999999995,12.579,1.0114999999999998,19.75,172.0,5.534075439428154,40.53407543942815,0.11482558139534883
209,26,0.1306306306306306,3,0,3,0,2.0614819949169885,7,0,0,0,0,0,1.0,0.35,0.10149999999999999,0.063,0.1855,0.10149999999999999,3.063,0.1855,3.35,27.0,0.7215186982209459,7.721518698220946,0.12407407407407407
210,18,0.1306306306306306,2,0,2,0,2.0614819949169885,5,0,0,0,0,0,1.0,0.35,0.10149999999999999,0.063,0.1855,0.10149999999999999,2.063,0.1855,2.35,19.0,0.7215186982209459,5.721518698220946,0.1236842105263158
211,45,0.081063579233753,4,2,2,0,1.986307998557019,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,45.0,0.0,9.0,0.08888888888888889
212,0,0.0301921317474839,0,0,0,0,1.909155739134945,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
213,0,0.0301921317474839,0,0,0,0,1.909155739134945,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
214,137,0.0301921317474839,4,4,0,0,1.9091557391349447,8,0,0,0,0,0,3.0,1.0499999999999998,0.3045,0.189,0.5565,4.3045,0.189,0.5565,5.05,140.0,2.0046135260916915,10.004613526091692,0.03607142857142857
215,42,0.0301921317474839,1,1,0,0,1.909155739134945,2,0,0,0,0,0,14.0,5.8999999999999995,2.073,1.146,2.681,3.073,1.146,2.681,6.8999999999999995,56.0,11.264018860896174,13.264018860896174,0.1232142857142857
216,0,0.0301921317474839,0,0,0,0,1.909155739134945,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
217,22,0.0301921317474839,1,1,0,0,1.909155739134945,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,0.0,1.0,0.045454545454545456
218,1,0.0301921317474839,0,0,0,0,1.909155739134945,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
219,0,0.0301921317474839,0,0,0,0,1.909155739134945,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
220,16,0.0301921317474839,0,0,0,0,1.909155739134945,1,0,0,0,0,0,2.0,1.4,0.9099999999999999,0.27999999999999997,0.21,0.9099999999999999,0.27999999999999997,0.21,1.4,18.0,2.6728180347889228,3.6728180347889228,0.07777777777777778
221,14,0.0301921317474839,0,0,0,0,1.9091557391349447,1,0,0,0,0,0,1.0,0.35,0.10149999999999999,0.063,0.1855,0.10149999999999999,0.063,0.1855,0.35,15.0,0.6682045086972306,1.6682045086972306,0.02333333333333333
222,308,0.0301921317474839,9,9,0,0,1.909155739134945,18,0,0,0,0,0,42.0,20.2,8.696,3.6919999999999997,7.811999999999999,17.695999999999998,3.6919999999999997,7.811999999999999,29.2,350.0,38.56494593052589,56.56494593052589,0.08342857142857142
223,0,0.0301921317474839,0,0,0,0,1.909155739134945,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
224,284,0.0301921317474839,9,9,0,0,1.9091557391349447,16,0,0,0,0,26,36.0,20.599999999999998,8.667,4.254,7.678999999999999,17.667,4.254,7.678999999999999,29.599999999999998,320.0,39.32860822617986,55.32860822617986,0.0925
225,69,0.0301921317474838,2,2,0,0,1.909155739134945,4,0,0,0,0,0,13.0,5.55,1.7685,0.957,2.8245,3.7685,0.957,2.8245,7.55,82.0,10.595814352198945,14.595814352198945,0.09207317073170732
226,0,0.0301921317474839,0,0,0,0,1.909155739134945,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
227,0,0.0810694446666675,0,0,0,0,1.9863343753978469,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
228,3,0.2315814953859192,1,1,0,0,2.2146545076755992,2,0,23,0,0,72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.3333333333333333
229,128,0.2845786963434022,36,18,5,13,2.295048920449456,84,0,0,0,0,6,20.0,16.5,6.4695,4.609,5.4215,24.4695,9.609,18.4215,52.5,148.0,37.86830718741603,121.86830718741604,0.3547297297297297
230,997,0.2845786963434022,284,143,42,98,2.295048920449456,651,0,0,0,0,26,40.0,32.6,12.241,7.212,13.146999999999998,155.24099999999999,49.212,111.14699999999999,316.6,1037.0,74.81859480665227,725.8185948066523,0.3053037608486018
