TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
109,172,0.2437869822485207,42,35,0,7,2.142722664667412,90,13,445,54,0,71,56.0,49.85,19.7685,12.206999999999999,17.874499999999998,54.7685,12.206999999999999,24.874499999999998,91.85,228.0,106.81472483367048,196.81472483367048,0.4028508771929824
110,22,0.3384081309656009,11,8,1,2,2.35112264359241,29,117,817,23,0,154,52.0,52.0,15.079999999999998,9.36,27.560000000000002,23.08,10.36,29.560000000000002,63.0,74.0,122.25837746680533,151.2583774668053,0.8513513513513513
111,216,0.2437869822485207,53,44,0,8,2.142722664667412,113,73,251,4,0,88,71.0,33.3,10.866999999999999,6.763999999999999,15.668999999999999,54.867,6.763999999999999,23.668999999999997,86.3,287.0,71.3526647334248,184.3526647334248,0.30069686411149826
112,1137,0.5687899194032192,652,374,140,138,2.419677305709361,1589,0,136,7,0,23,144.0,66.64999999999999,18.301,13.392,34.957,392.301,153.392,172.957,718.65,1281.0,161.2714924255289,1750.2714924255288,0.5610070257611242
113,435,0.5620063399539078,250,152,45,53,2.7027367332667787,668,79,86,3,0,40,122.0,94.10000000000001,80.155,2.92,11.024999999999999,232.155,47.92,64.025,344.1,557.0,254.3275266004039,922.3275266004039,0.617773788150808
114,309,0.5365767649153438,166,86,5,76,2.6562823884867277,440,0,24,0,0,18,27.0,15.7,5.859,3.218,6.623,91.859,8.218,82.623,181.7,336.0,41.703633499241626,481.7036334992416,0.5407738095238095
115,284,0.5158227848101266,146,87,26,34,2.741872604076783,402,0,0,0,0,101,30.0,16.75,6.789,3.178,6.7829999999999995,93.789,29.178,40.783,162.75,314.0,45.92636611828612,447.9263661182861,0.518312101910828
116,4,0.5158227848101266,2,1,0,0,2.741872604076783,6,0,0,0,0,0,1.0,1.0,0.4,0.25,0.35,1.4,0.25,0.35,3.0,5.0,2.741872604076783,8.741872604076782,0.6
117,0,0.5171527982206522,0,0,0,0,2.642014280841888,0,7,124,441,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,314,0.5510791366906475,173,65,66,42,2.792648022670797,483,51,350,154,0,70,0.0,0.0,0.0,0.0,0.0,65.0,66.0,42.0,173.0,314.0,0.0,483.0,0.5509554140127388
