TAZ,total_residential_units,census_occ_rate,total_occ_units,occ_units_low_inc,occ_units_med_inc,occ_units_high_inc,persons_per_occ_unit,total_persons,emp_retail,emp_srvc,emp_rec,emp_game,emp_other,FORECASTED_RESIDENTIAL_UNITS,FORECASTED_OCCUPIED_UNITS,FORECASTED_RES_INCOME_LOW_UNITS,FORECASTED_RES_INCOME_MEDIUM_UNITS,FORECASTED_RES_INCOME_HIGH_UNITS,TOTAL_FORECASTED_UNITS_LOW_INCOME,TOTAL_FORECASTED_UNITS_MED_INCOME,TOTAL_FORECASTED_UNITS_HIGH_INCOME,TOTAL_FORECASTED_UNITS_OCCUPIED,TOTAL_FORECASTED_RESIDENTIAL_UNITS,FORECASTED_PERSONS,TOTAL_FORECASTED_PERSONS,NEW_OCCUPANCY_RATE
109,172,0.2437869822485207,42,35,0,7,2.142722664667412,90,13,445,54,0,71,17.0,14.75,5.9595,3.5789999999999997,5.2115,40.9595,3.5789999999999997,12.211500000000001,56.75,189.0,31.605159303844324,121.60515930384432,0.3002645502645503
110,22,0.3384081309656009,11,8,1,2,2.35112264359241,29,117,817,23,0,154,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,11.0,22.0,0.0,29.0,0.5
111,216,0.2437869822485207,53,44,0,8,2.142722664667412,113,73,251,4,0,88,27.0,9.45,2.7404999999999995,1.7009999999999998,5.0085,46.7405,1.7009999999999998,13.0085,62.45,243.0,20.24872918110704,133.24872918110705,0.2569958847736626
112,1137,0.5687899194032192,652,374,140,138,2.419677305709361,1589,0,136,7,0,23,30.0,13.75,1.2000000000000002,2.75,9.8,375.2,142.75,147.8,665.75,1167.0,33.27056295350371,1622.2705629535037,0.5704798628963154
113,435,0.5620063399539078,250,152,45,53,2.7027367332667787,668,79,86,3,0,40,90.0,81.6,76.31,0.53,4.76,228.31,45.53,57.76,331.6,525.0,220.54331743456913,888.5433174345692,0.6316190476190476
114,309,0.5365767649153438,166,86,5,76,2.6562823884867277,440,0,24,0,0,18,3.0,2.4,1.31,0.53,0.5599999999999999,87.31,5.53,76.56,168.4,312.0,6.375077732368147,446.37507773236814,0.5397435897435897
115,284,0.5158227848101266,146,87,26,34,2.741872604076783,402,0,0,0,0,101,8.0,4.8,2.4115,0.593,1.7954999999999999,89.4115,26.593,35.7955,150.8,292.0,13.160988499568559,415.16098849956853,0.5164383561643836
116,4,0.5158227848101266,2,1,0,0,2.741872604076783,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,6.0,0.5
117,0,0.5171527982206522,0,0,0,0,2.642014280841888,0,7,124,441,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
118,314,0.5510791366906475,173,65,66,42,2.792648022670797,483,51,350,154,0,70,0.0,0.0,0.0,0.0,0.0,65.0,66.0,42.0,173.0,314.0,0.0,483.0,0.5509554140127388
