taz,hotelmotel,resort,casino,campground,percentHouseSeasonal
317,0,0,0,0.0,0.1047434654507124
318,0,0,0,52.0,0.6895611475505233
321,0,0,0,0.0,0.6895611475505233
313,0,0,0,0.0,0.37522322772237493
311,50,0,0,0.0,0.4207555790336987
310,669,0,0,0.0,0.4247929303815008
301,0,154,0,0.0,0.0
306,0,0,0,0.0,0.014990459729359203
305,0,0,0,0.0,0.4066570197051898
309,106,0,0,0.0,0.4234301894149269
308,0,0,0,0.0,0.3763760115051453
312,0,0,0,0.0,0.37522322772237493
304,64,0,0,0.0,0.37522322772237493
303,0,0,0,0.0,0.37522322772237493
300,9,0,1279,0.0,0.0
302,0,0,950,0.0,0.37522322772237493
307,0,0,0,0.0,0.37522322772237493
350,0,0,0,0.0,0.0
351,0,0,0,0.0,0.0
347,0,0,0,0.0,0.0
349,0,0,0,0.0,0.0
345,0,0,0,0.0,0.0
348,0,0,0,0.0,0.0
346,0,0,0,0.0,0.0
288,0,0,0,0.0,0.6308833361822004
287,0,0,0,0.0,0.6377028222816977
279,0,0,0,0.0,0.655371854902069
286,0,0,0,0.0,0.6545245512535233
284,0,0,0,0.0,0.6491329714548613
283,0,0,0,0.0,0.6377028222816977
292,0,0,0,0.0,0.5294851381189606
285,0,0,0,0.0,0.6545245512535233
290,69,0,0,0.0,0.5781420636643697
281,258,61,0,0.0,0.6455358411159066
280,0,0,0,0.0,0.6545245512535233
275,0,0,0,0.0,0.6590984450413326
282,24,31,0,0.0,0.6377028222816977
278,0,0,0,0.0,0.6448025989994854
276,8,0,0,0.0,0.6626445367318906
289,76,71,0,0.0,0.7713268838567565
291,0,0,0,0.0,0.5291887744780824
277,0,0,0,0.0,0.6447874321472951
274,0,0,0,0.0,0.6753609596936482
271,0,0,0,0.0,0.7264402847590238
269,0,0,0,0.0,0.7153205429443256
273,21,0,0,0.0,0.7255031103518323
268,0,0,0,0.0,0.698859615758969
270,0,0,0,0.0,0.7264402847590238
267,0,0,0,0.0,0.7017623909199794
266,0,0,0,0.0,0.6830038806019608
272,0,0,0,0.0,0.7264402847590238
263,0,0,0,0.0,0.0
265,0,0,0,21.0,0.6634708171206226
261,0,0,0,0.0,0.5684340718924337
262,0,0,0,0.0,0.5785360725980171
260,0,0,0,0.0,0.5828519164318116
264,0,0,0,0.0,0.6634708171206226
259,24,0,0,23.0,0.5914171198760132
257,86,0,0,0.0,0.6572392714665733
258,0,0,0,0.0,0.5624347635005219
255,46,0,0,0.0,0.6497788512074819
256,0,0,0,0.0,0.6783641890024871
254,0,0,0,0.0,0.678364189002487
253,0,0,0,0.0,0.5960593154859404
248,0,0,0,0.0,0.6932051700596514
252,165,0,0,0.0,0.5624347635005219
251,0,0,0,0.0,0.6086861766354282
246,0,0,0,0.0,0.8204050243527302
249,45,0,0,0.0,0.6929458311062348
245,0,0,0,0.0,0.775795857015478
250,0,0,0,79.0,0.69295026053201
243,0,0,0,9.0,0.8193385791290749
242,0,0,0,0.0,0.7861578650388868
241,9,0,0,0.0,0.7859232954545455
240,0,0,0,0.0,0.8211902778455882
239,38,0,0,0.0,0.8279252918438776
238,0,0,0,0.0,0.832211209842789
237,0,0,0,0.0,0.832211209842789
236,0,0,0,0.0,0.832211209842789
235,0,0,0,0.0,0.832211209842789
234,0,0,0,0.0,0.8322112098427891
233,30,0,0,0.0,0.832211209842789
386,0,0,0,0.0,0.6282151933567508
385,0,0,0,0.0,0.6282151933567508
369,21,0,0,0.0,0.5938429801467282
387,0,0,0,0.0,0.6290843062370199
391,0,0,0,0.0,0.6763888941850852
368,0,0,0,0.0,0.5815167723487122
392,0,0,0,0.0,0.7139029262391733
370,0,0,0,0.0,0.6233839539871121
374,0,0,0,0.0,0.6105377767451651
393,0,0,0,0.0,0.7357036485480268
383,0,0,0,0.0,0.7110795117904964
373,93,0,0,0.0,0.795248201862988
382,0,0,0,0.0,0.7110795117904964
384,0,0,0,0.0,0.7110795117904964
366,0,0,0,0.0,0.5262810819414915
390,0,0,0,0.0,0.7110795117904964
371,0,0,0,0.0,0.795248201862988
372,0,0,0,0.0,0.795248201862988
381,0,0,0,0.0,0.6762681255000437
380,0,0,0,0.0,0.6889712278656825
389,0,0,0,0.0,0.6474897601063773
377,0,0,0,0.0,0.5757303679573158
394,0,0,0,0.0,0.7357036485480268
378,0,0,0,0.0,0.4046864336258461
388,0,0,0,0.0,0.7357036485480268
367,0,0,0,0.0,0.5267782121938883
379,0,0,0,0.0,0.41538954288733804
365,0,0,0,0.0,0.5537376996014373
362,16,0,0,0.0,0.5537376996014373
376,0,0,0,0.0,0.7104289763174328
375,0,0,0,0.0,0.7104289763174328
364,60,416,0,0.0,0.5554180350085793
361,38,0,0,0.0,0.7849758361249932
363,0,48,0,0.0,0.747702406221213
360,0,0,0,0.0,0.7849758361249932
395,0,0,10,0.0,0.7357036485480268
359,0,0,0,0.0,0.5372893693535553
396,0,0,19,0.0,0.7357036485480268
358,0,0,0,0.0,0.6556284590332424
397,0,0,186,0.0,0.7357036485480268
357,0,0,0,0.0,0.0
356,0,0,0,0.0,0.0
355,0,0,0,0.0,0.0
353,0,0,0,0.0,0.5262810819414915
354,0,0,0,0.0,0.5262810819414915
352,0,0,0,0.0,0.5262810819414915
331,0,0,0,0.0,0.7469525766135936
335,0,0,0,0.0,0.7469525766135936
336,0,0,0,0.0,0.7469525766135936
247,0,0,0,0.0,0.8204050243527302
244,0,0,0,0.0,0.8204050243527301
